mssv,lopsh,drl_hk1,drl_hk2,drl_hk3,drl_hk4,drl_hk5,drl_hk6,drl_hk7,drl_hk8,drl_hk9,drl_hk10,drl_hk11,drl_hk12,drl_hk13,drl_hk14
8A32A2ECXPvAibaEXe+aquNtcMIbvy3LCllonwh5, KHCL2019,,,,,,,,,,,,,,
8A33AB6BXPvAibaEXe9kEUKWGqhXVMu7FXg586tf, CTTT2018,,,,,,,,,,,,,,
8A3A4958XPvAibaEXe9Notw1bhKSwuFyC7YI8KCM, KHTN2018,,,,,,,,,,,,,,
8A3C61C3XPvAibaEXe8kGcWiFCcO6cCaPR2fU+qE, HTTT2017,,,,,,,,,,,,,,
8A3E33A2XPvAibaEXe9jQXzUZ/B6BfSEY0i6opvJ, ATCL2019,,,,,,,,,,,,,,
8A450EACXPvAibaEXe+PmhPN+9CWcwa4GT6uC7Fx, MMTT2014,77.0,,,,,,,,,,,,,
8A4942E7XPvAibaEXe9Qk6hDUWKQXd90HPAVxS/v, KHMT2014,70.0,,,,,,,,,,,,,
8A5D8441XPvAibaEXe8iOnzuCL8V+MMSXlbNJT7b, CNCL2019,,,,,,,,,,,,,,
8A5E548AXPvAibaEXe9cYfl6D6BtPDivHAFqINq2, CNTT2014,99.0,94.0,,,,,,,,,,,,
8A60FBCBXPvAibaEXe+Ps8zYokGtSW7SkPVXQ6fd, TMĐT2017,,,,,,,,,,,,,,
8A73C0A4XPvAibaEXe9uaaZ/YedHVG4ke7HP5CVh, KTMT2016,,,,,,,,,,,,,,
8A87E2E9XPvAibaEXe/7kKaS8/f9RX3MJcaQY8O7, ATCL2017,,,,,,,,,,,,,,
8A88A218XPvAibaEXe+zCbAzes7Ying9a24Y8lNu, KTPM2015,,,,,,,,,,,,,,
8A8ED994XPvAibaEXe+8xcWrHsA1Kp7iS70u/MO2, MMCL2019,,,,,,,,,,,,,,
8A9E274DXPvAibaEXe8SWoXWekDacAhXuSMjUqoe, CNCL2019,,,,,,,,,,,,,,
8AA6FDA7XPvAibaEXe9/B4OZKkOpV8h+ZXoxrlhv, MMTT2018,,,,,,,,,,,,,,
8AA98AD2XPvAibaEXe8M37suqoe4CZpSLxtWE9xX, MMTT2016,,,,,,,,,,,,,,
8AB125A2XPvAibaEXe9gJazs/pDnMZ2PHhOaazsg, MMCL2018,,,,,,,,,,,,,,
8AB3A116XPvAibaEXe9wQ8rkPICemLrEZksxFZ06, MTCL2016,,,,,,,,,,,,,,
8AB9B860XPvAibaEXe+Ssm9D7QPetGVxh/3JcxG+, HTTT2019,,,,,,,,,,,,,,
8AC4A8D9XPvAibaEXe+8PTy9pH9lFw3lEJazpuWI, MTCL2015,,,,,,,,,,,,,,
8ADDAE76XPvAibaEXe9MLbI3cCq2BDREIQt1DfUQ, ,,100.0,87.0,,,,,,,,,,,
8ADDBE8DXPvAibaEXe/0VyaRB0LQpIEHQN7xQm4R, HTTT2018,,,,,,,,,,,,,,
8AF3858FXPvAibaEXe/Jc8h2JxO5QW0P3kIt0sDc, TMCL2019,,,,,,,,,,,,,,
8B073054XPvAibaEXe9+3TdUbRXdLeTGAoi6tgF0, KTMT2017,,,,,,,,,,,,,,
8B145B05XPvAibaEXe/SxwNRab2vgGoR/vj8RYyi, HTTT2013,40.0,,,,,,,,,,,,,
8B1987BCXPvAibaEXe/twT+sf632faSMkP/nbJtw, KHMT2019,,,,,,,,,,,,,,
8B274F66XPvAibaEXe+tSA7t7USLJ3R6XGTuNdY+, KTMT2018,,,,,,,,,,,,,,
8B3D8B26XPvAibaEXe9o3csoNuwUvFp9HKjTdJZi, MTCL2014,69.0,,,,,,,,,,,,,
8B548A8BXPvAibaEXe8NoNh54Mn6M3g9jm2gcZy0, KHMT2015,,,,,,,,,,,,,,
8B568DA0XPvAibaEXe/iGey/Hml5ul4JptKf6cgz, ATTT2017,,,,,,,,,,,,,,
8B68B2B6XPvAibaEXe/Nq24Gaz1feQIOYs4ndO2L, KTPM2017,,,,,,,,,,,,,,
8B6B6B01XPvAibaEXe9puzAyruoCKY5SIobrPyeV, PMCL2018,,,,,,,,,,,,,,
8B7499D5XPvAibaEXe9P07hcrvmhCcn1vUPlZj5m, ,,74.0,85.0,,,,,,,,,,,
8B75E939XPvAibaEXe9o/lUQXb5f/9EzN7Db7CwN, HTTT2014,68.0,59.0,,,,,,,,,,,,
8B815297XPvAibaEXe//3t8+us0X0khfBNlWfzpk, ,,59.0,28.0,,,,,,,,,,,
8B8467B4XPvAibaEXe8HxoLOw72ZICrNYU4vl38X, KTPM2014,63.0,,,,,,,,,,,,,
8B9C9D85XPvAibaEXe/M+/uAwVeHhFw+4PtC9yPm, KHCL2017,,,,,,,,,,,,,,
8B9DD5F1XPvAibaEXe/7VXm0xgXldIyNDzaf66fA, ANTT2016,,,,,,,,,,,,,,
8B9FD2DBXPvAibaEXe92CdOgj+Qa/bUGTQ7V3EuT, HTTT2016,,,,,,,,,,,,,,
8BA476A8XPvAibaEXe/N50hRf+Du8SkBRvC5SjAu, TMCL2019,,,,,,,,,,,,,,
8BBA5160XPvAibaEXe+E43ovk5Cnp/tao33YkYzw, TMĐT2016,,,,,,,,,,,,,,
8BD59EAEXPvAibaEXe/bcCn8ANC28PYRKmUZg4md, KHCL2019,,,,,,,,,,,,,,
8BD66DE8XPvAibaEXe9Bx5CZuIA9z4lpYtW5T9Ft, ,,74.0,78.0,,,,,,,,,,,
8BE31DF9XPvAibaEXe8WD3qnVG2b/cOKJN6hzN9R, ,,93.0,96.0,,,,,,,,,,,
8BE4F4C8XPvAibaEXe98bEweMyJa5shDiOI0iOQL, MMCL2019,,,,,,,,,,,,,,
8BF38196XPvAibaEXe+sa6H++BHvyjFRBxziM2nr, KHTN2015,,,,,,,,,,,,,,
8C001BEBXPvAibaEXe/U5lSbganJ8zTvMD7rtjY7, MMTT2015,,,,,,,,,,,,,,
8C017745XPvAibaEXe+p5WOBbWD0M7ZNRkESEJkQ, KTMT2015,,,,,,,,,,,,,,
8C053506XPvAibaEXe8VziDgYa0u7kXETb28eD9J, KTPM2014,83.0,,,,,,,,,,,,,
8C0E9865XPvAibaEXe80gGmWuNekT1ErEJxTk1W6, ,,82.0,61.0,,,,,,,,,,,
8C1CD38BXPvAibaEXe8/V1eK05z044S2pOzZj+R0, MMTT2015,,,,,,,,,,,,,,
8C298ED3XPvAibaEXe/ZbeP+H+Olzl011CI3G37j, KHCL2018,,,,,,,,,,,,,,
8C2B119CXPvAibaEXe9d+rE/yvWoKP7F4Ob6tikl, HTTT2015,,,,,,,,,,,,,,
8C2FAA40XPvAibaEXe+NmgQbVGcjJ+7V2UMYMM22, ,,92.0,100.0,,,,,,,,,,,
8C4FE4F4XPvAibaEXe8Lp0YaxzdqUjpNyxA6voae, CNTT2015,,,,,,,,,,,,,,
8C53D0BDXPvAibaEXe8zBeLfIMmoBPnGRTUU76bE, ANTN2014,75.0,95.0,,,,,,,,,,,,
8C5539D1XPvAibaEXe8nuCevWXzMu3a4xLooAe9F, KHCL2018,,,,,,,,,,,,,,
8C577AD6XPvAibaEXe9tSnfLfDeWas/1N+smW3yD, ANTT2015,,,,,,,,,,,,,,
8C5D825AXPvAibaEXe/KVW+JfXJB/tvWcmdxGSA9, HTTT2017,,,,,,,,,,,,,,
8C62C740XPvAibaEXe+LLvbxzunmJJqo+YWvKzjW, ,,74.0,80.0,,,,,,,,,,,
8C665C07XPvAibaEXe8d+xuL7f/QxKNv73y8Hqr9, KHTN2018,,,,,,,,,,,,,,
8C6CA8A2XPvAibaEXe8riuHWhiKRR46DHR00XuHe, KHMT2018,,,,,,,,,,,,,,
8C6FE81AXPvAibaEXe8e8TJXhGRqkEcBx/5az8pl, PMCL2014,100.0,,,,,,,,,,,,,
8C7C270CXPvAibaEXe9wxm0WjsXoKubLYbSvyxfG, MTCL2016,,,,,,,,,,,,,,
8C88FE6EXPvAibaEXe86ShnmDByrm22zyHZfDrSs, HTCL2016,,,,,,,,,,,,,,
8C8E2AA7XPvAibaEXe+cD2dfYrNOt/D0YL78rqGh, ANTT2015,,,,,,,,,,,,,,
8C8E91ABXPvAibaEXe9HKUC7sboLjsWdscTF7HpM, ,,86.0,62.0,,,,,,,,,,,
8C92B867XPvAibaEXe/4WyTnp6RTwlsF3Mt4zCZf, ATCL2017,,,,,,,,,,,,,,
8CA1B827XPvAibaEXe8XtTI6VHhlKJihw7MyS83P, ATCL2018,,,,,,,,,,,,,,
8CA28F7BXPvAibaEXe/YaY6MZEJIizomZ/O36W6O, KHTN2019,,,,,,,,,,,,,,
8CBEF78CXPvAibaEXe9Fr9h5GPmfNVZNaQYHjl/G, MTCL2017,,,,,,,,,,,,,,
8CCCDEE8XPvAibaEXe8LHfATqQ4bHlOGq0O9OvkZ, MTCL2014,64.0,,,,,,,,,,,,,
8CDADE17XPvAibaEXe86ShnmDByrm/PXR02YOZ+M, MMTT2016,,,,,,,,,,,,,,
8CDB1DC4XPvAibaEXe9mNMzpS14VgXMHRAUa/Ln9, HTCL2017,,,,,,,,,,,,,,
8CE77ECBXPvAibaEXe/d4nFnIhFaQqFH76bzFxpR, CNTT2015,,,,,,,,,,,,,,
8CF214C4XPvAibaEXe828ep1J4avvKknCs7fTdIw, ATTN2019,,,,,,,,,,,,,,
8CF384E1XPvAibaEXe8N+uD/a8GbgtIPLzEy25ad, TMĐT2018,,,,,,,,,,,,,,
8CF6DCFCXPvAibaEXe+SrLE9JUD3pE/bATPqgzDb, MTCL2015,,,,,,,,,,,,,,
8CFE0343XPvAibaEXe8jolcsAIssTO2PM0KveWKn, ,,79.0,86.0,,,,,,,,,,,
8D077F26XPvAibaEXe/9XMaU/9dsPw9rujlD3/zi, HTTT2014,76.0,,,,,,,,,,,,,
8D0A1703XPvAibaEXe/UEORkxzaGRrK6igcA3kXc, MMTT2017,,,,,,,,,,,,,,
8D0FEB72XPvAibaEXe+QJ0MB5TsYNT16DxEfe5jF, KHCL2017,,,,,,,,,,,,,,
8D1FD34FXPvAibaEXe/6es9ZTmhAJSrTTrc0XbOf, TMCL2019,,,,,,,,,,,,,,
8D203797XPvAibaEXe99j2P15eeB0yiSFSPp6gj3, ,,84.0,75.0,,,,,,,,,,,
8D237F20XPvAibaEXe+SbxsvF9MWxDvKnG3oZERY, MTCL2019,,,,,,,,,,,,,,
8D2A88E7XPvAibaEXe9PHS03bFe3hAcrtKIEdRT0, CNTT2014,71.0,36.0,,,,,,,,,,,,
8D2B99D9XPvAibaEXe81fV8vPRwD6DZ50b+bojAD, TMĐT2019,,,,,,,,,,,,,,
8D2BC807XPvAibaEXe8rZ8NuCiCoOdibUVZUJRil, ATTT2019,,,,,,,,,,,,,,
8D2D9740XPvAibaEXe/v5x/h23myCVTdxpmMdnBD, CNTT2016,,,,,,,,,,,,,,
8D2F7D47XPvAibaEXe+k2gCw0RZzlW/9HI+mqCpV, MTCL2015,,,,,,,,,,,,,,
8D39F40BXPvAibaEXe94sdmGYWWl8O09r7CM2IUA, MMCL2019,,,,,,,,,,,,,,
8D460FCAXPvAibaEXe8Vh+AQMuj+NKSEjWRw7WhC, TMĐT2017,,,,,,,,,,,,,,
8D4A719AXPvAibaEXe+ltCXpm838vbQExhXSrFMN, KTPM2014,71.0,,,,,,,,,,,,,
8D595135XPvAibaEXe/7VNok06ub0AZtZPeKXUSA, PMCL2019,,,,,,,,,,,,,,
8D5D416CXPvAibaEXe9mCnb3+Zz/PbPDgGJedFIu, MMTT2014,66.0,,,,,,,,,,,,,
8D5EBFAEXPvAibaEXe8CN9MRovh0mIE2dQw/E+BK, MTCL2016,,,,,,,,,,,,,,
8D5FBC7DXPvAibaEXe8GdASsTPmlXglCtoQxJKU1, PMCL2017,,,,,,,,,,,,,,
8D62CE6FXPvAibaEXe9kEUKWGqhXVKmuvVwuh5oY, PMCL2018,,,,,,,,,,,,,,
8D656270XPvAibaEXe+Y0lGmaTa/AIXwE8qmYbX4, MMTT2016,,,,,,,,,,,,,,
8D75693DXPvAibaEXe/j7U1wtp2b2dfAfhlet5wl, ANTN2015,,,,,,,,,,,,,,
8D83C8EBXPvAibaEXe/CLThnKnYPftp7DDS1wHtc, MTCL2019,,,,,,,,,,,,,,
8D8B2A65XPvAibaEXe9zES3Ot4N4SMtTPq8b6O8M, KTPM2017,,,,,,,,,,,,,,
8D8C6F1AXPvAibaEXe/Fi8ZYRfhF8exy6viOb4py, HTCL2019,,,,,,,,,,,,,,
8D95D160XPvAibaEXe9zES3Ot4N4SMQO7XuvUQzq, ATTT2017,,,,,,,,,,,,,,
8D960C00XPvAibaEXe+4XPPXlKRz0G+sQO8p+6Po, PMCL2015 ,,,,,,,,,,,,,,
8D9A9BADXPvAibaEXe/RnFf25EKRr0mA+ok7dOWs, PMCL2016,,,,,,,,,,,,,,
8DA684D2XPvAibaEXe8zBeLfIMmoBKdZoQPMioeR, KTMT2014,73.0,,,,,,,,,,,,,
8DA9638CXPvAibaEXe+sQSfsqovN90PxsvXBNfvp, KHCL2018,,,,,,,,,,,,,,
8DAE5511XPvAibaEXe+TioGOAQy/3xzzqxMY0gs8, KHMT2014,96.0,,,,,,,,,,,,,
8DB5C6EAXPvAibaEXe8WA4OgPtanSMEjuq/KlO99, PMCL2014,76.0,,,,,,,,,,,,,
8DBCBC74XPvAibaEXe+F5/cNCOrl8SRUhg2MAqol, MTCL2016,,,,,,,,,,,,,,
8DC6EBA8XPvAibaEXe+UdHzq6I3zLfwEWSlT5/E/, ,,65.0,65.0,69.0,,,,,,,,,,
8DCA5F0EXPvAibaEXe+DUF+563kBvb/pY4vJTipR, KHCL2019,,,,,,,,,,,,,,
8DD0A948XPvAibaEXe/UqphXuwxfvDAmKckeqaK4, KHDL2019,,,,,,,,,,,,,,
8DD2E6EEXPvAibaEXe+72vl6t/d8GaNddOCQ3/Hg, MTCL2017,,,,,,,,,,,,,,
8DD54882XPvAibaEXe+lo6eJkHWaQfUDaN2PBVrw, ,,79.0,80.0,,,,,,,,,,,
8DD612F2XPvAibaEXe/3wuT/psvviRxXsPy37L06, KTPM2017,,,,,,,,,,,,,,
8DE058A5XPvAibaEXe/3wuT/psvviQxHCteLZzBq, TMĐT2017,,,,,,,,,,,,,,
8DEEE6B7XPvAibaEXe+k2gCw0RZzlarFlldGczmw, PMCL2015 ,,,,,,,,,,,,,,
8DF80DC7XPvAibaEXe+GHNK19bpqC2HzcxrGb6J1, ANTN2016,,,,,,,,,,,,,,
8DFC58A2XPvAibaEXe/tRbq0ZEBEr3iF2syR+mKu, HTTT2014,70.0,,,,,,,,,,,,,
8DFE6193XPvAibaEXe8n6FFpptVzUtx5eJW5tpY6, HTCL2015,,,,,,,,,,,,,,
8E021373XPvAibaEXe9iVChpJY9DIYFPYbTGo64d, KTMT2015,,,,,,,,,,,,,,
8E21A662XPvAibaEXe/iqucx09gCDFpLas1sxZRK, PMCL2019,,,,,,,,,,,,,,
8E31C0DDXPvAibaEXe8+PBTAPRlCY2bQCO98MU9C, PMCL2015 ,,,,,,,,,,,,,,
8E49F159XPvAibaEXe/YKN5ysyYL7Hv6XLBu67/v, ,,79.0,72.0,74.0,,,,,,,,,,
8E592CC1XPvAibaEXe+NJiMjcH3vhJlSqWbTaFrE, ANTT2014,80.0,77.0,,,,,,,,,,,,
8E5BD5C5XPvAibaEXe9Fr9h5GPmfNZ+/kTWorCdp, ATCL2017,,,,,,,,,,,,,,
8E64794DXPvAibaEXe8n6FFpptVzUgm1Jr47OL0X, KTPM2015,,,,,,,,,,,,,,
8E67D2C5XPvAibaEXe/QqI5At3DBgul5/XfuN0ol, CNTT2015,,,,,,,,,,,,,,
8E862257XPvAibaEXe86sbeN0/YCTScV+FsBuwvo, KHMT2016,,,,,,,,,,,,,,
8E862717XPvAibaEXe9pz/hgBFL5IENk9OawYzMm, ANTN2015,,,,,,,,,,,,,,
8E98DF09XPvAibaEXe+AdDQ9dDabOwH1+RgVACSr, PMCL2018,,,,,,,,,,,,,,
8EA62CACXPvAibaEXe/rR9uJzGOYEp5iErX1dcP7, PMCL2016,,,,,,,,,,,,,,
8EB3EFFAXPvAibaEXe8JNpgMW2c4UCJnjzLhTuma, ATCL2018,,,,,,,,,,,,,,
8EC538B6XPvAibaEXe/7NEQj7YafNBP4C/PREB1F, CNCL2019,,,,,,,,,,,,,,
8ED1C83FXPvAibaEXe8l2SPBJihvxQ34CvmO4GN8, KHTN2017,,,,,,,,,,,,,,
8ED4F84CXPvAibaEXe8BcBqSm3bVhl4/s5JGZ9pz, PMCL2019,,,,,,,,,,,,,,
8EDF0CBCXPvAibaEXe+eIy6TmCsZu0mu7wa7hWrc, KHMT2016,,,,,,,,,,,,,,
8EF7FC24XPvAibaEXe/QWjvABg0+vWsOzKaG9eAN, MTCL2017,,,,,,,,,,,,,,
8EF98EE3XPvAibaEXe86krjHGvaiW0Odpz049bJA, ANTT2014,60.0,71.0,,,,,,,,,,,,
8F1119D3XPvAibaEXe/04IiIK7okBcgSWyeIFMKt, KHMT2016,,,,,,,,,,,,,,
8F12E3BDXPvAibaEXe+rucNIMwNDAwjU/EvRIqLG, CNTT2018,,,,,,,,,,,,,,
8F21A061XPvAibaEXe/yTqQKv0UsdVxBxc4gfPHL, KTMT2018,,,,,,,,,,,,,,
8F232DF7XPvAibaEXe9mDsFtgVHJ/s35hMBjAlMC, MTCL2016,,,,,,,,,,,,,,
8F3185FEXPvAibaEXe/aPLdUCtOgCsBe2SXe0WDb, MTCL2014,71.0,,,,,,,,,,,,,
8F360909XPvAibaEXe9h45naFhFKYhGzBWaAWcy0, ,,,,,,,,,,,,,,
8F374F21XPvAibaEXe97q47CdxnNZHHRFsPvYKWD, MMTT2014,60.0,,,,,,,,,,,,,
8F52CAFDXPvAibaEXe++B0JyCbXA1LGp2pqgxqIc, KTMT2019,,,,,,,,,,,,,,
8F5FEF7AXPvAibaEXe/WTR5UGsYutKVkihRPCmsN, KTMT2016,,,,,,,,,,,,,,
8F600222XPvAibaEXe+Xbs+mKMRabXIYU3IFhUBb, KHMT2018,,,,,,,,,,,,,,
8F61E244XPvAibaEXe/7kKaS8/f9RfRbwE7tRwPi, KTMT2017,,,,,,,,,,,,,,
8F64D58FXPvAibaEXe9WGATIMl02LHpk6dKE3g6h, HTCL2016,,,,,,,,,,,,,,
8F674079XPvAibaEXe+Cg1ybKXIqQUGn2Tx4zV7c, MTCL2017,,,,,,,,,,,,,,
8F752AF5XPvAibaEXe9wQ8rkPICemKkORLm0t6hF, CNTT2016,,,,,,,,,,,,,,
8F8FC083XPvAibaEXe9sUz+dc1ML5DebIhUrM5HF, KTPM2017,,,,,,,,,,,,,,
8F91AB92XPvAibaEXe+RQyZpP6sq6nEUcoO/vEt3, HTTT2018,,,,,,,,,,,,,,
8FAA301EXPvAibaEXe/+PcSgI7YkecbF3wQdfAL2, ,,43.0,47.0,,,,,,,,,,,
8FAC9716XPvAibaEXe/a4DMmDlc8UGDCsdNvkCLG, CNTT2018,,,,,,,,,,,,,,
8FAD154EXPvAibaEXe/+PcSgI7YkeblbcDooRbEg, ,,78.0,65.0,76.0,,,,,,,,,,
8FBA4DD6XPvAibaEXe9N+b7C2VGPs5fUPTuQNCtW, CTTT2016,,,,,,,,,,,,,,
8FBA7352XPvAibaEXe+A+6mRsShfH2ZnaZAyp3oa, HTCL2015,,,,,,,,,,,,,,
8FBBB6C6XPvAibaEXe8NrxrmA741rzbFPVT7q+GY, PMCL2016,,,,,,,,,,,,,,
8FCB6801XPvAibaEXe+suUpvSAu/o7XJtk59mvNF, ,,88.0,79.0,,,,,,,,,,,
8FCF85BCXPvAibaEXe9mu9ZmuYOdkk2F9TU40dG4, HTTT2019,,,,,,,,,,,,,,
8FCFE45BXPvAibaEXe80jwV8UBfNh1ybAXX1sy30, KHDL2019,,,,,,,,,,,,,,
8FD48B2EXPvAibaEXe+s9Ax3cH11ad040J0JoCue, MMCL2019,,,,,,,,,,,,,,
8FD87E16XPvAibaEXe/U5lSbganJ82ggYkqKprwN, MMTT2015,,,,,,,,,,,,,,
8FE405FAXPvAibaEXe8p5yvHQtPES4s22kqhBobL, CNTT2014,53.0,,,,,,,,,,,,,
8FE9610CXPvAibaEXe/n5tUN5i+oIeSHzF1HXYHV, CNTT2018,,,,,,,,,,,,,,
8FEE80F7XPvAibaEXe/CISFtEmjHAM8bEww1qCgG, KTPM2017,,,,,,,,,,,,,,
8FFB4598XPvAibaEXe/YUZi7fAhqUBNw2bWJFCL3, KTPM2019,,,,,,,,,,,,,,
9000796CXPvAibaEXe8n6FFpptVzUnTo9Rozmi6l, CNTT2015,,,,,,,,,,,,,,
90190134XPvAibaEXe8AK9BJf0PqfMM/yAfCUuaO, TMĐT2018,,,,,,,,,,,,,,
902895CAXPvAibaEXe9Hp2TeoSwCGUc05NETHA4y, MMTT2016,,,,,,,,,,,,,,
90324570XPvAibaEXe9Xnw4t0GPgxzBH5J/Jtjdb, ,,80.0,80.0,73.0,,,,,,,,,,
90371A9CXPvAibaEXe/zT99h3DDtvR/xMVLNMPRV, CNTT2018,,,,,,,,,,,,,,
903C6BBDXPvAibaEXe9puzAyruoCKVqw9bMN4OX4, ATCL2018,,,,,,,,,,,,,,
903D9737XPvAibaEXe+8xcWrHsA1KrRjt3Rv9RsC, ATTT2019,,,,,,,,,,,,,,
90451875XPvAibaEXe+PAOVcd+LnOZLV0dMGaPsk, PMCL2015 ,,,,,,,,,,,,,,
9048DD88XPvAibaEXe9/su+qLcYDMq7JH7E5n9gX, ,,74.0,71.0,,,,,,,,,,,
905AF1F4XPvAibaEXe/y2t7DVG8TDftJbpXRARhS, ANTT2014,73.0,67.0,,,,,,,,,,,,
905C4DFEXPvAibaEXe+1qnC7LACO/W3zqckOkq9f, KTPM2018,,,,,,,,,,,,,,
9060AE5FXPvAibaEXe80gGmWuNekT7ow9cjIQrPL, ,,74.0,89.0,,,,,,,,,,,
906CCBB6XPvAibaEXe/z9L7tMg5te9l400qw6D//, KTPM2018,,,,,,,,,,,,,,
906E81A4XPvAibaEXe/B5ptYzPZ33leKI4+T4F25, ATCL2019,,,,,,,,,,,,,,
907F091FXPvAibaEXe+6mZaWgr2AGR6xB6nclTGq, TMCL2019,,,,,,,,,,,,,,
9088B9D3XPvAibaEXe8bVXYGG8kdZYyNlofUDXeW, CNCL2019,,,,,,,,,,,,,,
90956390XPvAibaEXe8n6FFpptVzUlX2oVHQ3WzY, KTMT2015,,,,,,,,,,,,,,
9095EEE4XPvAibaEXe93PEySAJOVk2kOrJQCpxlr, ,,85.0,90.0,69.0,,,,,,,,,,
90B01FF2XPvAibaEXe80jwV8UBfNh6c4zQ+Vx+2Z, HTTT2019,,,,,,,,,,,,,,
90B4C053XPvAibaEXe/iIkJq57vD74VQ3BU9fHva, CNTT2015,,,,,,,,,,,,,,
90B846E3XPvAibaEXe/U5lSbganJ8xnhUeC1jW6A, PMCL2015 ,,,,,,,,,,,,,,
90BC810DXPvAibaEXe/J0r+JN9xEWU7iSREmZLi7, CTTT2019.2,,,,,,,,,,,,,,
90CA4C39XPvAibaEXe9tSnfLfDeWam7SYEDY+UY0, ANTT2015,,,,,,,,,,,,,,
90D44D7BXPvAibaEXe+TQJLvJOj4BW/GNDycKOl8, ANTT2014,89.0,92.0,,,,,,,,,,,,
90DB2E8EXPvAibaEXe+IfVguXAeAtZiVpbm6nqcF, KHTN2016,,,,,,,,,,,,,,
90DB40EBXPvAibaEXe8VekUw4ELehq65j34D9PkS, ,,100.0,92.0,90.0,,,,,,,,,,
90E321BDXPvAibaEXe8eBN4YWA8YU+Qo5SvFie3t, HTCL2018,,,,,,,,,,,,,,
90E7A914XPvAibaEXe/QqI5At3DBgrADHTxqvPb6, KTPM2015,,,,,,,,,,,,,,
90EAB7D3XPvAibaEXe80CLygfiFTYEBxkX3zTLqO, MTCL2014,80.0,,,,,,,,,,,,,
90ED43F7XPvAibaEXe+/CLVp0yIG098b8YS4ONOC, KHMT2019,,,,,,,,,,,,,,
90EFD004XPvAibaEXe8at9gGXzJnL15B7Ko/vsbJ, MMTT2017,,,,,,,,,,,,,,
90F47A12XPvAibaEXe9GqQkS1wvjITU0dFA1PexQ, MTCL2016,,,,,,,,,,,,,,
90FDD134XPvAibaEXe9m0F2yptF5U1VkDmr+OxMJ, KHCL2019,,,,,,,,,,,,,,
91061907XPvAibaEXe+n07P56kWx2Is7/sk+fJvN, PMCL2017,,,,,,,,,,,,,,
91090A58XPvAibaEXe/twRH8x8eyg72wDhVxBSqI, KTMT2014,80.0,,,,,,,,,,,,,
9117371FXPvAibaEXe8ndFTCadX+eKdEYTedAYcg, KHMT2019,,,,,,,,,,,,,,
911B7CCDXPvAibaEXe9Fy2hCq9OiA30aWZ5dDKZp, KHMT2017,,,,,,,,,,,,,,
912075BAXPvAibaEXe80F7xvyMuvyK6MiHS4BClX, PMCL2019,,,,,,,,,,,,,,
91230E90XPvAibaEXe/Uev7j/8EzmTMB980kV6qB, PMCL2014,86.0,,,,,,,,,,,,,
9125778AXPvAibaEXe/a3PM8AP2Ng2VfTBe8ynkO, KTMT2014,71.0,,,,,,,,,,,,,
912DDC59XPvAibaEXe9z1vm+pibC4Zpe5B5zeHrk, KHDL2019,,,,,,,,,,,,,,
912F91F3XPvAibaEXe+QkoGRj4DtvQ4QKf3X6sSh, KTMT2017,,,,,,,,,,,,,,
9131269CXPvAibaEXe++P1Ki321T8QwiqZBNKu1/, KHCL2019,,,,,,,,,,,,,,
9136966EXPvAibaEXe/k5cHhyiupXENqS7dV5EXS, PMCL2019,,,,,,,,,,,,,,
913E6251XPvAibaEXe/kSDDr/jkTQ4hQPDYeoD9F, MTCL2019,,,,,,,,,,,,,,
9146B955XPvAibaEXe+KaiYHkmXYCewO76yR1CWF, CTTT2019.1,,,,,,,,,,,,,,
9171F589XPvAibaEXe/9LBBkdbcCWEqSLCkaGPM8, KTPM2019,,,,,,,,,,,,,,
9174D65EXPvAibaEXe+9WAygB66RlPSoHBUVFGVA, HTCL2014,81.0,82.0,,,,,,,,,,,,
917F1C39XPvAibaEXe9n6M+kQhqu8nyDX+6of8Dn, ANTN2016,,,,,,,,,,,,,,
917FCF7DXPvAibaEXe/UEORkxzaGRmTEalo+MBsz, MMTT2017,,,,,,,,,,,,,,
91851198XPvAibaEXe+PhKfQb0+XJw6szcGPmTVZ, ,,100.0,100.0,,,,,,,,,,,
918BCF59XPvAibaEXe+SbxsvF9MWxCWbotWDoaaJ, CNTT2019,,,,,,,,,,,,,,
918D8E73XPvAibaEXe8hixWw/kWsbPNLok+eTs/i, KHTN2019,,,,,,,,,,,,,,
91945925XPvAibaEXe91UcttbrYagy1qbie5GMyH, KTMT2018,,,,,,,,,,,,,,
9199B61AXPvAibaEXe9d+rE/yvWoKOmYt9KLq4ZY, KHMT2015,,,,,,,,,,,,,,
91A9AE2FXPvAibaEXe/7BYdCAEGEzTfU5A0uuq8c, HTTT2016,,,,,,,,,,,,,,
91AF4C5DXPvAibaEXe8Vzfjn3dDTTyYjlFVUeqBI, ATTN2019,,,,,,,,,,,,,,
91B47FB8XPvAibaEXe9KG2OR8ZVK3lNCHwkXgWfQ, CNTT2015,,,,,,,,,,,,,,
91BBF813XPvAibaEXe/Twrxaq444cyfyjfNXILc3, MMTT2014,75.0,,,,,,,,,,,,,
91BF9650XPvAibaEXe+69U8I0R94EUA0eX/wKmb+, CTTT2019.1,,,,,,,,,,,,,,
91C0976FXPvAibaEXe80F7xvyMuvyFQwmRFlTEEX, CNTT2019,,,,,,,,,,,,,,
91C557BBXPvAibaEXe9X5bpEKoa0mhzvi3xnxIFE, ,,64.0,56.0,76.0,,,,,,,,,,
91DC37BEXPvAibaEXe8jwcgah0Ijmp57mT+sh1/X, MMCL2018,,,,,,,,,,,,,,
