mssv,lopsh,drl_hk1,drl_hk2,drl_hk3,drl_hk4,drl_hk5,drl_hk6,drl_hk7,drl_hk8,drl_hk9,drl_hk10,drl_hk11,drl_hk12,drl_hk13,drl_hk14
2F5BD724XPvAibaEXe9Y6XKwco8jyXjo0C5N13+r, PMCL2017,,,,,,,,,,,,,,
2F608A18XPvAibaEXe+qA4yV5f0Y/s0NPyPpgXVa, CTTT2019.1,,,,,,,,,,,,,,
2F7887F7XPvAibaEXe/BqA0y8R3TRdLeDx8JXg9H, ,,100.0,85.0,100.0,,,,,,,,,,
2F86BBD1XPvAibaEXe8EWfnZTwjAD+LMJdMLkw/S, CNTT2018,,,,,,,,,,,,,,
2F8AB47AXPvAibaEXe+65Is9PO18GyQEsqYoEpwp, KTMT2015,,,,,,,,,,,,,,
2F8C3E91XPvAibaEXe/A1zCqCr2yazozWy9A0iWv, CNTT2016,,,,,,,,,,,,,,
2F9B68DCXPvAibaEXe92HFjDDFybWwt2C5yMiqox, MMCL2018,,,,,,,,,,,,,,
2F9BDB24XPvAibaEXe9n6M+kQhqu8vtdZtAucjId, PMCL2016,,,,,,,,,,,,,,
2F9CE51CXPvAibaEXe/B5ptYzPZ33nSBmnY9BHIy, HTTT2019,,,,,,,,,,,,,,
2FB225E9XPvAibaEXe9TpEyDfKIVddZlwf0BRIcL, TMĐT2016,,,,,,,,,,,,,,
2FB23181XPvAibaEXe9d+rE/yvWoKFtzcAkR8Jzo, KHMT2015,,,,,,,,,,,,,,
2FB67786XPvAibaEXe+lwq621ApaceLppHx2sj6r, ,,84.0,91.0,,,,,,,,,,,
2FBE4D6BXPvAibaEXe+1n9LzrMgTlzJ5Y/vr5u1t, KTPM2018,,,,,,,,,,,,,,
2FC1D165XPvAibaEXe/8rx8cZm8Qsd1BKDKQ2GnL, TMĐT2018,,,,,,,,,,,,,,
2FC59B4AXPvAibaEXe8T1DiYsmlfsSgx5trdtf4N, PMCL2014,82.0,,,,,,,,,,,,,
2FCD54FBXPvAibaEXe8IGiiWauHvTA2iWNEDvSOo, ATTN2017,,,,,,,,,,,,,,
2FCE0D1DXPvAibaEXe+4XPPXlKRz0GVlqKh+FNRG, ANTT2015,,,,,,,,,,,,,,
2FD982F5XPvAibaEXe9mCnb3+Zz/Pe3XsCZL6/KF, HTTT2014,81.0,,,,,,,,,,,,,
2FDA1CBDXPvAibaEXe9Bx5CZuIA9z7QfVITgMnow, ,,89.0,81.0,92.0,,,,,,,,,,
2FE4ADF1XPvAibaEXe/HavVGti21aO0riSis/k77, MMTT2019,,,,,,,,,,,,,,
2FE628E1XPvAibaEXe/CLThnKnYPfmiKKUOgQUEk, HTCL2019,,,,,,,,,,,,,,
2FF04FA8XPvAibaEXe/5h0vZw0NHLz1icbUz+Z9r, HTCL2016,,,,,,,,,,,,,,
2FF2D346XPvAibaEXe+IVHw2W4UqasQiy0d+uqF7, MTCL2019,,,,,,,,,,,,,,
2FFA1922XPvAibaEXe/z9L7tMg5texVdw5ukkKDI, MMCL2018,,,,,,,,,,,,,,
3009A25BXPvAibaEXe+Cg1ybKXIqQXXhprB6g9Ug, HTTT2017,,,,,,,,,,,,,,
3010AB7DXPvAibaEXe8IGiiWauHvTO45gkTMWbuq, HTCL2017,,,,,,,,,,,,,,
301EDF77XPvAibaEXe+UuZ4QW1XoS56TAWeBj6HO, HTTT2014,83.0,,,,,,,,,,,,,
301F53B1XPvAibaEXe8VQgmAEjfeNvXqKmbT4qV3, CTTT2018,,,,,,,,,,,,,,
302BA03CXPvAibaEXe8y6/RMXZRwBc5bwgf0V50u, PMCL2015 ,,,,,,,,,,,,,,
302C659FXPvAibaEXe80gGmWuNekT9HQE57P7S6C, ,,90.0,87.0,,,,,,,,,,,
303A0E8EXPvAibaEXe8NShKJ2y7VApnIAwSP7ehi, MMCL2019,,,,,,,,,,,,,,
303DCD32XPvAibaEXe+WyjAMa+c6gplNQ3GsX31J, TMĐT2019,,,,,,,,,,,,,,
30476694XPvAibaEXe9LgoVobBD2dYnBk73Fc/08, CNTT2018,,,,,,,,,,,,,,
304B00D5XPvAibaEXe+gnarChABWR/z4bfwqDoe3, HTCL2017,,,,,,,,,,,,,,
304FC822XPvAibaEXe9wgACCA7SCWcmN4JswhdoU, CTTT2018,,,,,,,,,,,,,,
305072BEXPvAibaEXe8v1/72rbobbQlDKr/cqaUS, HTTT2014,70.0,48.0,,,,,,,,,,,,
305AFBE1XPvAibaEXe8oOckqmsrcbR6OmJ5a75Al, MMTT2014,93.0,,,,,,,,,,,,,
305CB305XPvAibaEXe8Vh+AQMuj+NLxffn/dEZei, KTMT2017,,,,,,,,,,,,,,
305F8088XPvAibaEXe/tHzSgYcYugsbeH2tOOi4l, KTMT2018,,,,,,,,,,,,,,
306D0C08XPvAibaEXe+jQfayvnobXsic/e4TWnIT, KTPM2019,,,,,,,,,,,,,,
306F1985XPvAibaEXe9A3Yjgh4iPfgyL6Ctm1KIv, KTPM2016,,,,,,,,,,,,,,
307D02BBXPvAibaEXe/Bn5cQSu92WYpWynSPa8Z8, ,,100.0,100.0,,,,,,,,,,,
30930811XPvAibaEXe8CNW5gpzV0gYactsEx9gwI, MMTT2015,,,,,,,,,,,,,,
30A07547XPvAibaEXe+n07P56kWx2O4B+boxfwzb, KTMT2017,,,,,,,,,,,,,,
30B43EAFXPvAibaEXe+aquNtcMIbvwMLH3gD3H8y, KHCL2019,,,,,,,,,,,,,,
30C1E23BXPvAibaEXe9Z0fDyfUkzH0a3xZHL/Zzo, HTTT2015,,,,,,,,,,,,,,
30D3E6E7XPvAibaEXe8Ve7JqRML75bS5tHExQQga, ANTT2016,,,,,,,,,,,,,,
30D530DDXPvAibaEXe9ASX2YKqk5AYS0r+LRs1lV, ANTT2016,,,,,,,,,,,,,,
30E1A0E7XPvAibaEXe8jwcgah0Ijmks5DxmSNAVO, KHCL2018,,,,,,,,,,,,,,
30ED4219XPvAibaEXe9yiXPLSHgqUbc7kxjU1QiU, TMCL2019,,,,,,,,,,,,,,
30F12A42XPvAibaEXe+g+689Av0WQ/y+ZKHDA23S, ATTT2019,,,,,,,,,,,,,,
30F6C945XPvAibaEXe/Lh6v1XxTKJVD20kccXwaQ, ,,93.0,100.0,,,,,,,,,,,
3101BB70XPvAibaEXe80NXGyYVtTlvIHGKX6+4B0, HTTT2016,,,,,,,,,,,,,,
3106CF09XPvAibaEXe+/MvKIb2VAVTx3QQbJG8H6, CNTT2016,,,,,,,,,,,,,,
31076FD7XPvAibaEXe8pr9LKErUcFW1wn2BR8mpU, CNTT2015,,,,,,,,,,,,,,
3109C9E2XPvAibaEXe+pyJpvsB6nZFgENUFNfUIY, KTMT2019,,,,,,,,,,,,,,
310DA2CFXPvAibaEXe+O+EbU9awW5uFT+nCJoWm0, PMCL2018,,,,,,,,,,,,,,
311E1AE6XPvAibaEXe9FHRfjQvHQkbcdh5YbwKoS, KHCL2019,,,,,,,,,,,,,,
311ED2B8XPvAibaEXe9hYalhCsDQbS6sfm8IQ2Af, PMCL2016,,,,,,,,,,,,,,
311F4676XPvAibaEXe/NExuU8f5CH0Jfhfl4Q27J, MTCL2014,64.0,,,,,,,,,,,,,
3121B643XPvAibaEXe+PAOVcd+LnOcKFNqfU7EB8, KTPM2015,,,,,,,,,,,,,,
3126A55BXPvAibaEXe8Ve7JqRML75QoATwEngbtB, KTPM2016,,,,,,,,,,,,,,
3126ADE0XPvAibaEXe/fptT4PBq8NP5UrqRKRS5V, MTCL2018,,,,,,,,,,,,,,
3129ED21XPvAibaEXe+Y2Dmraxe1iUz2qYKUheXA, ANTT2016,,,,,,,,,,,,,,
312DE7FEXPvAibaEXe9/w7qCPr4fx7wnJbpMwzOR, KHMT2019,,,,,,,,,,,,,,
3130EAB9XPvAibaEXe+1qnC7LACO/br/qzsZ8pfu, TMĐT2018,,,,,,,,,,,,,,
31344271XPvAibaEXe9hPQQhQOOPyQ/T6/YpD1bo, ,,83.0,62.0,76.0,,,,,,,,,,
313480E4XPvAibaEXe8BcBqSm3bVhkR4alnJ+Wkr, CNTT2019,,,,,,,,,,,,,,
31366966XPvAibaEXe+AdDQ9dDabO16ivYPhB80s, KTPM2018,,,,,,,,,,,,,,
313A0C3EXPvAibaEXe9FiaSoce50DK2qcrsEDi/O, ,,87.0,100.0,,,,,,,,,,,
314A9EFDXPvAibaEXe83EtiN4MI2ntxuuYLz7OKp, ,,60.0,34.0,81.0,,,,,,,,,,
31656E5EXPvAibaEXe9N+b7C2VGPszP5c8rfamtp, MMTT2016,,,,,,,,,,,,,,
317F4908XPvAibaEXe9WGATIMl02LLeAEzyRzdkc, KTPM2016,,,,,,,,,,,,,,
3186A744XPvAibaEXe+t618nkWP4ef5f2AtNeqFx, ATTT2017,,,,,,,,,,,,,,
318CD558XPvAibaEXe/WIUWn3FBMGNDY2oxyGRbc, KHTN2015,,,,,,,,,,,,,,
3191DD1DXPvAibaEXe8d5+4VMyfVsEs/NZSnBf3T, KTMT2019,,,,,,,,,,,,,,
31997FE9XPvAibaEXe9jQXzUZ/B6BUBXHDvT2cFP, HTTT2019,,,,,,,,,,,,,,
319AB5D6XPvAibaEXe/X5uT1FaYTT3Hox4+LgX0V, ATTN2017,,,,,,,,,,,,,,
31A43CCEXPvAibaEXe+9uXUaDIzyiCbIDnHZK9MV, KTPM2017,,,,,,,,,,,,,,
31A53F3CXPvAibaEXe9R53Fu3buHyTJgSsSF63Cj, MMTT2017,,,,,,,,,,,,,,
31AA8D24XPvAibaEXe9cPs/fVpB+n9xK8CLpa0Qn, HTCL2015,,,,,,,,,,,,,,
31AEBC04XPvAibaEXe/Twrxaq444c84ycz8+FZaI, CTTT2014,77.0,62.0,,,,,,,,,,,,
31B4A7D2XPvAibaEXe9lVlYxgSyBvyn1swHffiei, CTTT2019.1,,,,,,,,,,,,,,
31CB4B54XPvAibaEXe+8xcWrHsA1Ko15ttlRvORQ, ATCL2019,,,,,,,,,,,,,,
31D5D488XPvAibaEXe85Kg8gbEhwbxD0x3mi2el8, ,,,,17.0,,,,,,,,,,
31EEFFADXPvAibaEXe8BxOZlGHrYN/g8b2/ctmX8, MMTT2015,,,,,,,,,,,,,,
31F0B8C9XPvAibaEXe91kmICrkek2m3ZgFKALQoG, CTTT2017,,,,,,,,,,,,,,
32088267XPvAibaEXe+7uJh0aD4oAv7g7bnxSiTC, KTMT2017,,,,,,,,,,,,,,
320B887AXPvAibaEXe+UdHzq6I3zLfdLeFbIOUbf, ,,89.0,87.0,,,,,,,,,,,
320B951DXPvAibaEXe8b36blNCVklRDcN/awSZaK, HTTT2017,,,,,,,,,,,,,,
3210A6C9XPvAibaEXe+fW1Bg/roenAQYG69pRHCR, MMCL2017,,,,,,,,,,,,,,
321249BBXPvAibaEXe82B8VnNvUD6L8yXzQ/52Lj, MTCL2018,,,,,,,,,,,,,,
32180497XPvAibaEXe/t7ClCI88v7sGEqCvtpJrq, PMCL2016,,,,,,,,,,,,,,
32320C2CXPvAibaEXe9yRt5bXcOfsoAwfBPsvoS8, PMCL2019,,,,,,,,,,,,,,
3237312AXPvAibaEXe9BgVwdGgzpaWPBzMunWFH4, PMCL2016,,,,,,,,,,,,,,
3237B999XPvAibaEXe/j7U1wtp2b2bZUCc9leBy9, MMTT2015,,,,,,,,,,,,,,
32425155XPvAibaEXe/jd8ghaf1GTDJ2RkglGilP, CNTT2016,,,,,,,,,,,,,,
324A551FXPvAibaEXe8nuCevWXzMu02d/QPy3aml, MMTT2018,,,,,,,,,,,,,,
324FB62EXPvAibaEXe+TioGOAQy/3x9q3D2s1RzS, KHMT2014,87.0,,,,,,,,,,,,,
325E5A25XPvAibaEXe9PDEhlfOA/z55ir9S9Xy8y, KTPM2015,,,,,,,,,,,,,,
3271AC4AXPvAibaEXe/j7U1wtp2b2TqP53pszNwW, CTTT2015,,,,,,,,,,,,,,
327B0751XPvAibaEXe/9LBBkdbcCWFBbfXlCb9MQ, MMTT2019,,,,,,,,,,,,,,
327F789DXPvAibaEXe8JDP83oALuEXKVaLTrN4jr, HTTT2019,,,,,,,,,,,,,,
3285E157XPvAibaEXe+q0E3QguGBpUWHMWrFqKpo, KHCL2018,,,,,,,,,,,,,,
32947B1DXPvAibaEXe+1xn1m12iBvlw7QT1hKBoM, HTTT2019,,,,,,,,,,,,,,
32955145XPvAibaEXe8N+uD/a8GbgqJLTQxCkwL9, MTCL2018,,,,,,,,,,,,,,
329B4DBFXPvAibaEXe9JDlHA4z2GHEkrdKZ3K2N4, ,,63.0,-1.0,19.0,,,,,,,,,,
32CA7383XPvAibaEXe/asAVnWDRS7W3J9+TvE5ZI, ,,25.0,35.0,,,,,,,,,,,
32CCFFA3XPvAibaEXe+PmhPN+9CWc7kr/u7fET/Y, MMTT2014,90.0,,,,,,,,,,,,,
32D81FAEXPvAibaEXe9KDPR79yT+xGZEHHF9PPPm, ATCL2018,,,,,,,,,,,,,,
32E372CFXPvAibaEXe+NnQrnI1K9JGYmKiXJkMc1, PMCL2017,,,,,,,,,,,,,,
32E654BDXPvAibaEXe9/83vYrk4yZtDJzlVCCa85, ANTT2015,,,,,,,,,,,,,,
32EB8611XPvAibaEXe8zDsaHJ0+9rRdmlJDdktRf, MTCL2017,,,,,,,,,,,,,,
32EDD0C9XPvAibaEXe9Rxq3EQECnGT27MzFGxRKN, CNCL2018,,,,,,,,,,,,,,
32F1D5A6XPvAibaEXe9puzAyruoCKfbLKFeVYo2s, TMĐT2018,,,,,,,,,,,,,,
32F9100AXPvAibaEXe9/w7qCPr4fx1TwnmX9dAd1, MMCL2019,,,,,,,,,,,,,,
32F9EB00XPvAibaEXe8SXrohzbXmS4pZeKmPQX5Y, KTMT2015,,,,,,,,,,,,,,
32FABA11XPvAibaEXe97yKczitj7gthc4kP4hx9k, CNTT2015,,,,,,,,,,,,,,
32FFA662XPvAibaEXe828ep1J4avvMXiA7ddRAtP, ATCL2019,,,,,,,,,,,,,,
330098C0XPvAibaEXe+55g1kTuqhAyBLLJlsYul3, KHMT2019,,,,,,,,,,,,,,
33015337XPvAibaEXe8Pc6kxKoLNadoHskZzYDIY, CNCL2019,,,,,,,,,,,,,,
33016832XPvAibaEXe9KDPR79yT+xMiYcbQ7dtDf, ATTT2018,,,,,,,,,,,,,,
33065DEFXPvAibaEXe/WTR5UGsYutCOajmigVrAj, HTTT2016,,,,,,,,,,,,,,
330A20C4XPvAibaEXe+n4oL3iuTqC+0PyxPF31kr, MMTT2016,,,,,,,,,,,,,,
331B663EXPvAibaEXe/iIkJq57vD78gHuwyfkHXY, MMTT2015,,,,,,,,,,,,,,
332AAC1EXPvAibaEXe8CYkXkPteanGxNL2TD5Jzy, HTTT2019,,,,,,,,,,,,,,
332E756EXPvAibaEXe8Wb350a8ibnvs4VyUWS40K, HTCL2019,,,,,,,,,,,,,,
33472657XPvAibaEXe8ge2UHv4J4BwEOqNnp7N/7, ,,100.0,,,,,,,,,,,,
33529612XPvAibaEXe+QkoGRj4DtvZlyRg2uGFzc, MTCL2017,,,,,,,,,,,,,,
33540BD5XPvAibaEXe+P6Zzp7Rb5oCZdb2RzFYFL, ,,90.0,81.0,83.0,,,,,,,,,,
33589339XPvAibaEXe/EaMzFFtVZpA+yXzZn1Gwh, PMCL2018,,,,,,,,,,,,,,
33591D7CXPvAibaEXe92yZ7KcyiZXmxmlQ1hshHd, CNCL2018,,,,,,,,,,,,,,
336B9F53XPvAibaEXe/jd8ghaf1GTNPSHNuhAHTZ, KTMT2016,,,,,,,,,,,,,,
336CCBD7XPvAibaEXe/XOPUzjjLegAUGrAUxLRl8, PMCL2015 ,,,,,,,,,,,,,,
336DF064XPvAibaEXe/QLz2rC0qlTM+FkKcsJtig, PMCL2018,,,,,,,,,,,,,,
3373F7ECXPvAibaEXe+RJ/Hp4D2y8+wEQSTy5l5L, PMCL2015 ,,,,,,,,,,,,,,
3377A01FXPvAibaEXe/eRksRS1wGeHjP086Rff2B, KTMT2016,,,,,,,,,,,,,,
337855C4XPvAibaEXe/aPLdUCtOgChaC3lFbDhas, KTPM2014,69.0,,,,,,,,,,,,,
337DA096XPvAibaEXe9/3rpdfvRgglqor2P/Dcr7, TMĐT2018,,,,,,,,,,,,,,
3384E06FXPvAibaEXe/t9ok6w7D83RQ1oCyOnM45, HTTT2017,,,,,,,,,,,,,,
3385034BXPvAibaEXe8cyAoRoKB5PajVjFc6Jomy, HTCL2019,,,,,,,,,,,,,,
3385F2BAXPvAibaEXe+l4bzn3GsI7wHnHruNxH64, TMĐT2018,,,,,,,,,,,,,,
3392F3C3XPvAibaEXe9ggqkCdMDyeMmQDY/Nqerm, KTMT2017,,,,,,,,,,,,,,
3394B9B1XPvAibaEXe8eJZh5OyStbKQBuSNJjYuq, PMCL2016,,,,,,,,,,,,,,
339A3FEFXPvAibaEXe9o3csoNuwUvNaLcKo+Rrh/, KTPM2014,80.0,,,,,,,,,,,,,
33A535C8XPvAibaEXe9E+KuE/nFliWY7m6t8XKlq, ,,78.0,78.0,,,,,,,,,,,
33A6C6ADXPvAibaEXe/c+AA7R58MU0ba0pxogVwu, CNTT2019,,,,,,,,,,,,,,
33B4B1F5XPvAibaEXe+4XPPXlKRz0EV4ZG7086cL, KTPM2015,,,,,,,,,,,,,,
33BAB02CXPvAibaEXe9TpEyDfKIVdepPvHRN0/0F, KHTN2016,,,,,,,,,,,,,,
33BEFDADXPvAibaEXe+XOEV1VJ5O26vfBUXS7TF7, KHTN2017,,,,,,,,,,,,,,
33C080E6XPvAibaEXe8u6ih8pRJJpBDxYyT4qHXR, HTTT2015,,,,,,,,,,,,,,
33C734B5XPvAibaEXe+/1KYXP+fweL6Sr/n8oIDs, CNTT2016,,,,,,,,,,,,,,
33CAB33DXPvAibaEXe/7VNok06ub0OLC1+cPB/1J, MTCL2019,,,,,,,,,,,,,,
33D5DEBDXPvAibaEXe+iXJpjy6UOMANys+inFA/G, KHMT2014,62.0,,,,,,,,,,,,,
33D94003XPvAibaEXe8k9aD0YXzUPnTdz6N2af6Z, ,,67.0,93.0,69.0,,,,,,,,,,
33DA2805XPvAibaEXe8+PBTAPRlCYxPBTc4huhPn, KTMT2015,,,,,,,,,,,,,,
33DFEE4BXPvAibaEXe/57ZZLpsI5pfp9/qMaAh3B, CNCL2019,,,,,,,,,,,,,,
33F840BEXPvAibaEXe86736b6Ol+/H7P3cx/tka4, ,,56.0,58.0,,,,,,,,,,,
33F9FB5DXPvAibaEXe+23cTkF8qTD1my+STH3XIx, ATTT2019,,,,,,,,,,,,,,
34127AA0XPvAibaEXe8zBeLfIMmoBGloPnMiEpAC, KTMT2014,67.0,,,,,,,,,,,,,
3416D220XPvAibaEXe8CN9MRovh0mLY3bVc0kDr6, CTTT2016,,,,,,,,,,,,,,
342257EAXPvAibaEXe/aqMXYDLKHR3SjNQBzsJDf, KHMT2016,,,,,,,,,,,,,,
3424926CXPvAibaEXe/odi52as1TQ+I//dK7a24K, ANTT2016,,,,,,,,,,,,,,
34397348XPvAibaEXe/z9L7tMg5te4GQ524YhfUO, MMTT2018,,,,,,,,,,,,,,
3439D750XPvAibaEXe8KuJNEATWS8/xq/4VFqj5V, ATCL2017,,,,,,,,,,,,,,
344492BBXPvAibaEXe+KnWgScvZ27B5HVLUYfH4H, CTTT2019.1,,,,,,,,,,,,,,
3464C694XPvAibaEXe++P1Ki321T8aj89R6oz/6m, KTPM2019,,,,,,,,,,,,,,
34833626XPvAibaEXe8CWH5HVeMbzlKgs0PM02eL, ATCL2018,,,,,,,,,,,,,,
348E058FXPvAibaEXe9E+yOJSz6HoeJWZOZDodKv, KTMT2015,,,,,,,,,,,,,,
349E818FXPvAibaEXe9J+wD+ah8CNJh444CeHhm0, CTTT2019.1,,,,,,,,,,,,,,
34B681A8XPvAibaEXe9UjnPPEYi4UV+h8DUMpX32, TMCL2019,,,,,,,,,,,,,,
34B8147CXPvAibaEXe+MR0BPJNCxydcz0lc5107i, CNTT2018,,,,,,,,,,,,,,
34BF2B7BXPvAibaEXe/Ojw5gA+9jXodFlsd3lSfU, MMTT2016,,,,,,,,,,,,,,
34D2366BXPvAibaEXe9hSzSdeSAT0raoFevApL9Y, KTMT2014,67.0,,,,,,,,,,,,,
34E1582FXPvAibaEXe8hvnm4ihleLZ0ESXtQIDlw, ,,40.0,27.0,,,,,,,,,,,
3509A991XPvAibaEXe80gGmWuNekT+evWuZt6lQJ, ,,64.0,60.0,53.0,,,,,,,,,,
3526D59AXPvAibaEXe9GqQkS1wvjIRxFTurXY4N0, HTCL2016,,,,,,,,,,,,,,
353291D0XPvAibaEXe+u8DuxWGTFfOeTkx29Aj4l, CNTT2016,,,,,,,,,,,,,,
35380AD9XPvAibaEXe/Yd5khqDzvKNU3oDA6TGK4, HTTT2018,,,,,,,,,,,,,,
353AF464XPvAibaEXe+e2tIVVtPhOateIwjT79Uy, KHDL2019,,,,,,,,,,,,,,
353B3054XPvAibaEXe8REVTdmhazkQ+oZouLbW2O, CTTT2019.1,,,,,,,,,,,,,,
354309A2XPvAibaEXe8aMmuWiMhL4vWN6UGHCU4I, MMTT2014,90.0,,,,,,,,,,,,,
354681C1XPvAibaEXe/A0C8NKWg+cJVKjuqX8g7B, MMTT2017,,,,,,,,,,,,,,
3547A27CXPvAibaEXe/JRR+qhRXMm5LPIyI46Mn9, MMTT2016,,,,,,,,,,,,,,
354B14EDXPvAibaEXe8mAGU8TlDzsjnBOMPtjQet, KHMT2019,,,,,,,,,,,,,,
355E9171XPvAibaEXe/iGey/Hml5upK2tVIqsOuI, CNTT2017,,,,,,,,,,,,,,
3560BAA9XPvAibaEXe+XOEV1VJ5O28X8ivox4Ird, HTCL2017,,,,,,,,,,,,,,
35625D29XPvAibaEXe/GEP39G15BdYR2wRvPRcrC, HTTT2017,,,,,,,,,,,,,,
356671CFXPvAibaEXe9Y6XKwco8jydE+Qs28iZwD, CNTT2017,,,,,,,,,,,,,,
3566C732XPvAibaEXe9/3rpdfvRgggJdwPLlbGZB, CNTT2018,,,,,,,,,,,,,,
3569491FXPvAibaEXe/QPFjJxKB5fnbuQJAzOqe3, TMĐT2017,,,,,,,,,,,,,,
3577D0A6XPvAibaEXe8cSwcDAK/pUHjiAbCwBK7P, MMTT2017,,,,,,,,,,,,,,
357AB77FXPvAibaEXe86hknCN730J6KIEu80m/E+, MTCL2018,,,,,,,,,,,,,,
35865CD6XPvAibaEXe/EbCJQv4uheDwpQamyLarT, TMĐT2019,,,,,,,,,,,,,,
3593E659XPvAibaEXe9DMENNf4iGco/PRxwHxdTN, MMTT2016,,,,,,,,,,,,,,
359C901EXPvAibaEXe/HQN1XeSL1BLJJHKbqsbhD, TMĐT2016,,,,,,,,,,,,,,
35A1B6FFXPvAibaEXe9Z67almz7y5kj8xAL7LEki, ,,81.0,89.0,,,,,,,,,,,
35B74880XPvAibaEXe/k5cHhyiupXLoRd5WQsbFM, TMCL2019,,,,,,,,,,,,,,
35C080F2XPvAibaEXe9PDEhlfOA/zz5+zrE4exZR, PMCL2015 ,,,,,,,,,,,,,,
35C8FA21XPvAibaEXe/V92w6Vxv2r0/0qXvgwQw1, HTCL2017,,,,,,,,,,,,,,
35CFC31BXPvAibaEXe+iIJOpfrvDw19cYffrUhx5, MTCL2019,,,,,,,,,,,,,,
35D25A89XPvAibaEXe9whL/t4cdMZdfJ9+A81yy6, HTTT2014,73.0,67.0,,,,,,,,,,,,
35DA5D56XPvAibaEXe+KaiYHkmXYCVvzoPq76fHf, KHMT2019,,,,,,,,,,,,,,
35DA89B4XPvAibaEXe/pS44gx8Fm9tOJ1EFCqalV, MMTT2016,,,,,,,,,,,,,,
35DE6455XPvAibaEXe8CNW5gpzV0gUWzVjSjTy4E, KHTN2015,,,,,,,,,,,,,,
35E31E43XPvAibaEXe9QSg4kScpiF5arvg0AxaH3, KTMT2018,,,,,,,,,,,,,,
35E443D8XPvAibaEXe8jOKYsh0sA3s5U2/czWiIJ, KHCL2018,,,,,,,,,,,,,,
35E827FFXPvAibaEXe8Pno0mP3gNIkepSKFzPRJ1, PMCL2016,,,,,,,,,,,,,,
35F1E8E2XPvAibaEXe+43HJfrfERJLIGxAtadgu3, MMTT2018,,,,,,,,,,,,,,
35F36459XPvAibaEXe+9v37KcInSIdkg41B1/T0G, MMTT2018,,,,,,,,,,,,,,
35F93FFDXPvAibaEXe8VekUw4ELehgT/A68316w4, ,,73.0,80.0,,,,,,,,,,,
3607336EXPvAibaEXe9cPs/fVpB+n/gOEItS3aTM, PMCL2015 ,,,,,,,,,,,,,,
360BCE8AXPvAibaEXe8cSwcDAK/pUB9mWTBMkxtD, KHTN2017,,,,,,,,,,,,,,
360C98C8XPvAibaEXe9+3TdUbRXdLTQ5qbG5iCKa, KHMT2017,,,,,,,,,,,,,,
3610543EXPvAibaEXe9drMWeKYE4jNKlpMyHP/sI, MMTT2019,,,,,,,,,,,,,,
361566C7XPvAibaEXe+F+2tZHEiFCYf+UtCDqWaP, ANTN2015,,,,,,,,,,,,,,
361908CBXPvAibaEXe+IVHw2W4UqallYRA4x04U0, CNTT2019,,,,,,,,,,,,,,
361E6963XPvAibaEXe8DnlmqQfnjpjU82MloClPN, HTTT2018,,,,,,,,,,,,,,
3622E58BXPvAibaEXe9lF2o7VejWNjkH+xdoXpbr, ,,62.0,17.0,,,,,,,,,,,
362A0FDCXPvAibaEXe9KWpGOh3zHl+QkHSPwcvsY, PMCL2015 ,,,,,,,,,,,,,,
362ED03DXPvAibaEXe9kEUKWGqhXVK/sqm1PL7ZA, HTCL2018,,,,,,,,,,,,,,
36338FCBXPvAibaEXe/45+b0LBlJ7F/6Y7BUQGBY, MMTT2015,,,,,,,,,,,,,,
363C25EFXPvAibaEXe9i7Lm5hcsAn/ocI7rKCyS7, KHTN2018,,,,,,,,,,,,,,
363E260CXPvAibaEXe+pZU+khqBqyoEah5lprFD9, KHTN2015,,,,,,,,,,,,,,
364B9763XPvAibaEXe+SIoKUNff6nJS9tRl8cEDE, CNTT2018,,,,,,,,,,,,,,
364B9E9BXPvAibaEXe879+AOg1gh8sRVdBmZSiXe, ,,100.0,97.0,,,,,,,,,,,
364C01E5XPvAibaEXe/baiw3K4HkF0B1jHz/g2mU, KHTN2014,78.0,,,,,,,,,,,,,
364CB864XPvAibaEXe/Dy4K4yiQpODZIkZFRB90m, ,,91.0,90.0,,,,,,,,,,,
365D3D30XPvAibaEXe/iIkJq57vD77nXBcqsKazA, CNTT2015,,,,,,,,,,,,,,
36615708XPvAibaEXe/VQHzzHDYACXd7sCOtFSzk, KHCL2019,,,,,,,,,,,,,,
36622C97XPvAibaEXe//Z7+CGDQLoNhIq+lX3ALS, KTMT2016,,,,,,,,,,,,,,
366832FCXPvAibaEXe/glop/3mrWAOvO4Wa5Wjw2, CNTT2018,,,,,,,,,,,,,,
3669079DXPvAibaEXe8WD3qnVG2b/Xo6z5VgIbaM, ,,84.0,83.0,,,,,,,,,,,
3670B2F3XPvAibaEXe92Jin2iMtHCooAV2Og/xCx, KHMT2016,,,,,,,,,,,,,,
3672838EXPvAibaEXe+23cTkF8qTDytadlIBqcY0, KHCL2019,,,,,,,,,,,,,,
367369D0XPvAibaEXe/U5lSbganJ83h1MLdX6mWp, MTCL2015,,,,,,,,,,,,,,
36779542XPvAibaEXe9QVsCW2codORJGccqM7KCC, ATTN2018,,,,,,,,,,,,,,
36828B71XPvAibaEXe/GFbVLDV6SZNdvvgJpO0Mz, KTMT2014,84.0,,,,,,,,,,,,,
3694E5E6XPvAibaEXe9HXpb1PepyFV6dAscob+FU, MMTT2014,64.0,,,,,,,,,,,,,
36BC8A31XPvAibaEXe9upvU5DvuC9htMUSG2h0WC, ,,88.0,68.0,,,,,,,,,,,
